item_id,movie_name,release_timestamp
1360,"Sexual Life of the Belgians, The",01-Jan-1994
1361,"Search for One-eye Jimmy, The",01-Jan-1996
1362,American Strays,13-Sep-1996
1363,"Leopard Son, The",27-Sep-1996
1364,Bird of Prey,04-Oct-1996
1365,Johnny 100 Pesos,01-Jan-1993
1366,JLG/JLG - autoportrait de décembre,01-Jan-1994
1367,Faust,01-Jan-1994
1368,Mina Tannenbaum,01-Jan-1994
1369,"Forbidden Christ, The (Cristo proibito, Il)",01-Jan-1950
1370,I Can't Sleep (J'ai pas sommeil),01-Jan-1994
1371,"Machine, The",01-Jan-1994
1372,"Stranger, The",01-Jan-1994
1373,Good Morning,4-Feb-1971
1374,Falling in Love Again,01-Jan-1980
1375,"Cement Garden, The",01-Jan-1993
1376,Meet Wally Sparks,31-Jan-1997
1377,Hotel de Love,07-Feb-1997
1378,Rhyme & Reason,05-Mar-1997
1379,Love and Other Catastrophes,28-Mar-1997
1380,Hollow Reed,02-May-1997
1381,Losing Chase,01-Jan-1996
1382,"Bonheur, Le",16-May-1997
1383,"Second Jungle Book: Mowgli & Baloo, The",16-May-1997
1384,Squeeze,13-Jun-1997
1385,Roseanna's Grave (For Roseanna),20-Jun-1997
1386,Tetsuo II: Body Hammer,20-Jun-1997
1387,Fall,27-Jun-1997
1388,Gabbeh,27-Jun-1997
1389,Mondo,27-Jun-1997
1390,"Innocent Sleep, The",27-Jun-1997
1391,For Ever Mozart,04-Jul-1997
1392,"Locusts, The",01-Jan-1997
1393,Stag,01-Jan-1997
1394,Swept from the Sea,01-Jan-1997
1395,Hurricane Streets,01-Jan-1998
1396,Stonewall,26-Jul-1996
1397,Of Human Bondage,01-Jan-1934
1398,Anna,13-Nov-1996
1399,Stranger in the House,01-Jan-1997
1400,Picture Bride,01-Jan-1995
1401,M. Butterfly,01-Jan-1993
1402,"Ciao, Professore!",01-Jan-1993
1403,Caro Diario (Dear Diary),01-Jan-1994
1404,Withnail and I,01-Jan-1987
1405,Boy's Life 2,07-Mar-1997
1406,When Night Is Falling,01-Jan-1995
1407,"Specialist, The",01-Jan-1994
1408,Gordy,01-Jan-1995
1409,"Swan Princess, The",01-Jan-1994
1410,Harlem,01-Jan-1993
1411,Barbarella,01-Jan-1968
1412,Land Before Time III: The Time of the Great Giving (19,01-Jan-1995
1413,Street Fighter,01-Jan-1994
1414,Coldblooded,01-Jan-1995
1415,"Next Karate Kid, The",01-Jan-1994
1416,No Escape,01-Jan-1994
1417,"Turning, The",02-May-1997
1418,"Joy Luck Club, The",01-Jan-1993
1419,Highlander III: The Sorcerer,01-Jan-1994
1420,Gilligan's Island: The Movie,01-Jan-1997
1421,My Crazy Life (Mi vida loca),01-Jan-1993
1422,Suture,01-Jan-1993
1423,"Walking Dead, The",01-Jan-1995
1424,I Like It Like That,01-Jan-1994
1425,I'll Do Anything,01-Jan-1994
1426,Grace of My Heart,13-Sep-1996
1427,Drunks,01-Nov-1996
1428,SubUrbia,07-Feb-1997
1429,Sliding Doors,01-Jan-1998
1430,Ill Gotten Gains,01-Jan-1997
1431,Legal Deceit,01-Jan-1997
1432,"Mighty, The",09-Oct-1998
1433,Men of Means,01-Jan-1997
1434,Shooting Fish,16-Jan-1998
1435,"Steal Big, Steal Little",01-Jan-1995
1436,Mr. Jones,01-Jan-1993
1437,House Party 3,01-Jan-1994
1438,Panther,01-Jan-1995
1439,Jason's Lyric,01-Jan-1994
1440,Above the Rim,01-Jan-1994
1441,Moonlight and Valentino,01-Jan-1995
1442,"Scarlet Letter, The",01-Jan-1995
1443,8 Seconds,01-Jan-1994
1444,That Darn Cat!,01-Jan-1965
1445,Ladybird Ladybird,01-Jan-1994
1446,"Bye Bye, Love",01-Jan-1995
1447,Century,01-Jan-1993
1448,My Favorite Season,19-Apr-1996
1449,Pather Panchali,22-Mar-1996
1450,Golden Earrings,01-Jan-1947
1451,Foreign Correspondent,01-Jan-1940
1452,Lady of Burlesque,01-Jan-1943
1453,Angel on My Shoulder,01-Jan-1946
1454,Angel and the Badman,01-Jan-1947
1455,"Outlaw, The",01-Jan-1943
1456,Beat the Devil,01-Jan-1954
1457,Love Is All There Is,11-Oct-1996
1458,"Damsel in Distress, A",01-Jan-1937
1459,Madame Butterfly,20-Sep-1996
1460,Sleepover,25-Oct-1996
1461,Here Comes Cookie,01-Jan-1935
1462,"Thieves (Voleurs, Les)",25-Dec-1996
1463,"Boys, Les",01-Jan-1997
1464,"Stars Fell on Henrietta, The",01-Jan-1995
1465,Last Summer in the Hamptons,01-Jan-1995
1466,Margaret's Museum,01-Jan-1995
1467,"Saint of Fort Washington, The",01-Jan-1993
1468,"Cure, The",01-Jan-1995
1469,Tom and Huck,01-Jan-1995
1470,Gumby: The Movie,01-Jan-1995
1471,Hideaway,01-Jan-1995
1472,"Visitors, The (Visiteurs, Les)",19-Jul-1996
1473,"Little Princess, The",01-Jan-1939
1474,Nina Takes a Lover,01-Jan-1994
1475,Bhaji on the Beach,01-Jan-1993
1476,Raw Deal,01-Jan-1948
1477,Nightwatch,22-Apr-1997
1478,Dead Presidents,01-Jan-1995
1479,Reckless,01-Jan-1995
1480,Herbie Rides Again,01-Jan-1974
1481,S.F.W.,01-Jan-1994
1482,"Gate of Heavenly Peace, The",10-May-1996
1483,"Man in the Iron Mask, The",17-Mar-1998
1484,"Jerky Boys, The",01-Jan-1994
1485,"Colonel Chabert, Le",01-Jan-1994
1486,Girl in the Cadillac,01-Jan-1995
1487,Even Cowgirls Get the Blues,01-Jan-1993
1488,Germinal,01-Jan-1993
1489,Chasers,01-Jan-1994
1490,Fausto,01-Jan-1993
1491,Tough and Deadly,01-Jan-1995
1492,Window to Paris,01-Jan-1994
1493,"Modern Affair, A",06-Sep-1996
1494,"Mostro, Il",19-Apr-1996
1495,Flirt,07-Aug-1996
1496,Carpool,23-Aug-1996
1497,"Line King: Al Hirschfeld, The",11-Oct-1996
1498,Farmer & Chase,10-Jan-1997
1499,Grosse Fatigue,01-Jan-1994
1500,Santa with Muscles,08-Nov-1996
1501,Prisoner of the Mountains (Kavkazsky Plennik),31-Jan-1997
1502,Naked in New York,01-Jan-1994
1503,Gold Diggers: The Secret of Bear Mountain,01-Jan-1995
1504,"Bewegte Mann, Der",12-Jul-1996
1505,Killer: A Journal of Murder,06-Sep-1996
1506,Nelly & Monsieur Arnaud,12-Apr-1996
1507,Three Lives and Only One Death,11-Oct-1996
1508,"Babysitter, The",01-Jan-1995
1509,Getting Even with Dad,01-Jan-1994
1510,Mad Dog Time,08-Nov-1996
1511,Children of the Revolution,01-May-1997
1512,"World of Apu, The (Apur Sansar)",05-Apr-1996
1513,Sprung,14-May-1997
1514,Dream With the Fishes,20-Jun-1997
1515,Wings of Courage,01-Jan-1995
1516,"Wedding Gift, The",01-Jan-1994
1517,Race the Sun,01-Jan-1996
1518,Losing Isaiah,01-Jan-1995
1519,New Jersey Drive,01-Jan-1995
1520,"Fear, The",01-Jan-1995
1521,Mr. Wonderful,01-Jan-1993
1522,Trial by Jury,01-Jan-1994
1523,"Good Man in Africa, A",01-Jan-1994
1524,Kaspar Hauser,07-Jun-1996
1525,"Object of My Affection, The",20-Mar-1998
1526,Witness,01-Jan-1985
1527,Senseless,09-Jan-1998
1528,Nowhere,09-May-1997
1529,Underground,29-Mar-1996
1530,Jefferson in Paris,01-Jan-1995
1531,Far From Home: The Adventures of Yellow Dog,01-Jan-1995
1532,Foreign Student,01-Jan-1994
1533,I Don't Want to Talk About It (De eso no se habla),01-Jan-1993
1534,Twin Town,30-May-1997
1535,"Enfer, L'",01-Jan-1994
1536,Aiqing wansui,22-Jul-1996
1537,Cosi,11-Apr-1997
1538,All Over Me,25-Apr-1997
1539,Being Human,01-Jan-1993
1540,"Amazing Panda Adventure, The",01-Jan-1995
1541,"Beans of Egypt, Maine, The",01-Jan-1994
1542,"Scarlet Letter, The",01-Jan-1926
1543,Johns,18-Oct-1996
1544,It Takes Two,01-Jan-1995
1545,Frankie Starlight,01-Jan-1995
1546,Shadows (Cienie),01-Jan-1988
1547,"Show, The",01-Jan-1995
1548,The Courtyard,01-Jan-1995
1549,Dream Man,01-Jan-1995
1550,Destiny Turns on the Radio,01-Jan-1995
1551,"Glass Shield, The",01-Jan-1994
1552,"Hunted, The",01-Jan-1995
1553,"Underneath, The",01-Jan-1995
1554,Safe Passage,01-Jan-1994
1555,"Secret Adventures of Tom Thumb, The",01-Jan-1993
1556,Condition Red,01-Jan-1995
1557,Yankee Zulu,16-Feb-1996
1558,Aparajito,29-Mar-1996
1559,Hostile Intentions,01-Jan-1994
1560,Clean Slate (Coup de Torchon),01-Jan-1981
1561,Tigrero: A Film That Was Never Made,01-Jan-1994
1562,"Eye of Vichy, The (Oeil de Vichy, L')",01-Jan-1993
1563,"Promise, The (Versprechen, Das)",01-Jan-1994
1564,To Cross the Rubicon,01-Jan-1991
1565,Daens,01-Jan-1992
1566,"Man from Down Under, The",01-Jan-1943
1567,Careful,01-Jan-1992
1568,Vermont Is For Lovers,01-Jan-1992
1569,"Vie est belle, La (Life is Rosey)",01-Jan-1987
1570,Quartier Mozart,01-Jan-1992
1571,Touki Bouki (Journey of the Hyena),01-Jan-1973
1572,Wend Kuuni (God's Gift),01-Jan-1982
1573,Spirits of the Dead (Tre passi nel delirio),01-Jan-1968
1574,Pharaoh's Army,01-Jan-1995
1575,"I, Worst of All (Yo, la peor de todas)",01-Jan-1990
1576,"Hungarian Fairy Tale, A",01-Jan-1987
1577,"Death in the Garden (Mort en ce jardin, La)",01-Jan-1956
1578,"Collectionneuse, La",01-Jan-1967
1579,Baton Rouge,01-Jan-1988
1580,Liebelei,01-Jan-1933
1581,"Woman in Question, The",01-Jan-1950
1582,T-Men,01-Jan-1947
1583,"Invitation, The (Zaproszenie)",01-Jan-1986
1584,"Symphonie pastorale, La",01-Jan-1946
1585,American Dream,01-Jan-1990
1586,Lashou shentan,01-Jan-1992
1587,Terror in a Texas Town,01-Jan-1958
1588,Salut cousin!,21-Feb-1997
1589,Schizopolis,23-May-1997
1590,"To Have, or Not",06-Jun-1997
1591,Duoluo tianshi,21-Jan-1998
1592,"Magic Hour, The",30-Jan-1998
1593,Death in Brunswick,16-Aug-1996
1594,Everest,10-Mar-1998
1595,Shopping,09-Feb-1996
1596,Nemesis 2: Nebula,01-Jan-1995
1597,Romper Stomper,01-Jan-1992
1598,City of Industry,14-Mar-1997
1599,Someone Else's America,10-May-1996
1600,Guantanamera,16-May-1997
1601,Office Killer,01-Jan-1997
1602,"Price Above Rubies, A",20-Mar-1998
1603,Angela,16-Feb-1996
1604,He Walked by Night,01-Jan-1948
1605,Love Serenade,11-Jul-1997
1606,Deceiver,01-Jan-1997
1607,Hurricane Streets,01-Jan-1998
1608,Buddy,06-Jun-1997
1609,B*A*P*S,28-Mar-1997
1610,"Truth or Consequences, N.M.",02-May-1997
1611,Intimate Relations,09-May-1997
1612,"Leading Man, The",16-Jan-1998
1613,Tokyo Fist,11-Feb-1998
1614,"Reluctant Debutante, The",01-Jan-1958
1615,Warriors of Virtue,02-May-1997
1616,Desert Winds,01-Jan-1995
1617,Hugo Pool,01-Jan-1997
1618,King of New York,01-Jan-1990
1619,All Things Fair,08-Mar-1996
1620,"Sixth Man, The",28-Mar-1997
1621,Butterfly Kiss,26-Apr-1996
1622,"Paris, France",01-Jan-1993
1623,"Cérémonie, La",20-Dec-1996
1624,Hush,10-Mar-1998
1625,Nightwatch,22-Apr-1997
1626,Nobody Loves Me (Keiner liebt mich),09-Feb-1996
1627,"Wife, The",26-Jul-1996
1628,Lamerica,01-Jan-1994
1629,Nico Icon,01-Jan-1995
1630,"Silence of the Palace, The (Saimt el Qusur)",02-Feb-1996
1631,"Slingshot, The",01-Jan-1993
1632,Land and Freedom (Tierra y libertad),29-Mar-1996
1633,Á köldum klaka (Cold Fever),08-Mar-1996
1634,Etz Hadomim Tafus (Under the Domin Tree),19-Apr-1996
1635,Two Friends ,26-Apr-1986
1636,Brothers in Trouble,26-Apr-1996
1637,Girls Town,23-Aug-1996
1638,Normal Life,25-Oct-1996
1639,Bitter Sugar (Azucar Amargo),22-Nov-1996
1640,"Eighth Day, The",01-Nov-1996
1641,Dadetown,18-Sep-1996
1642,Some Mother's Son,27-Dec-1996
1643,Angel Baby,10-Jan-1997
1644,Sudden Manhattan,13-Jun-1997
1645,"Butcher Boy, The",01-Jan-1998
1646,Men With Guns,06-Mar-1998
1647,Hana-bi,20-Mar-1998
1648,"Niagara, Niagara",20-Mar-1998
1649,"Big One, The",27-Mar-1998
1650,"Butcher Boy, The",01-Jan-1998
1651,"Spanish Prisoner, The",27-Mar-1998
1652,Temptress Moon (Feng Yue),13-Jun-1997
1653,Entertaining Angels: The Dorothy Day Story,27-Sep-1996
1654,Chairman of the Board,01-Jan-1998
1655,"Favor, The",01-Jan-1994
1656,Little City,20-Feb-1998
1657,Target,28-Feb-1996
1658,"Substance of Fire, The",06-Dec-1996
1659,Getting Away With Murder,12-Apr-1996
1660,Small Faces,09-Aug-1996
1661,"New Age, The",01-Jan-1994
1662,Rough Magic,30-May-1997
1663,Nothing Personal,30-Apr-1997
1664,8 Heads in a Duffel Bag,18-Apr-1997
1665,"Brother's Kiss, A",25-Apr-1997
1666,Ripe,02-May-1997
1667,"Next Step, The",13-Jun-1997
1668,Wedding Bell Blues,13-Jun-1997
1669,MURDER and murder,20-Jun-1997
1670,Tainted,01-Feb-1998
1671,"Further Gesture, A",20-Feb-1998
1672,Kika,01-Jan-1993
1673,Mirage,01-Jan-1995
1674,Mamma Roma,01-Jan-1962
1675,"Sunchaser, The",25-Oct-1996
1676,"War at Home, The",01-Jan-1996
1677,Sweet Nothing,20-Sep-1996
1678,Mat' i syn,06-Feb-1998
1679,B. Monkey,06-Feb-1998
1680,Sliding Doors,01-Jan-1998
1681,You So Crazy,01-Jan-1994
1682,Scream of Stone (Schrei aus Stein),08-Mar-1996
